uid,pid,hid,seq,hzone,ozone,dzone,purp,mode,tst,tet,freq
321,census_160,census_160,1,Hammersmith and Fulham,Bromley,Hammersmith and Fulham,work,pt,940,983,1000
322,census_161,census_161,0,Southwark,Southwark,Tower Hamlets,education,pt,501,512,1000
323,census_161,census_161,1,Southwark,Tower Hamlets,Southwark,education,pt,1058,1069,1000
324,census_162,census_162,0,Croydon,Croydon,Croydon,work,car,511,526,1000
325,census_162,census_162,1,Croydon,Croydon,Croydon,work,car,972,987,1000
326,census_163,census_163,0,Lewisham,Lewisham,"Westminster,City of London",work,pt,527,540,1000
327,census_163,census_163,1,Lewisham,"Westminster,City of London",Lewisham,work,pt,1026,1039,1000
328,census_164,census_164,0,Tower Hamlets,Tower Hamlets,Southwark,work,pt,538,543,1000
329,census_164,census_164,1,Tower Hamlets,Southwark,Tower Hamlets,work,pt,1082,1087,1000
330,census_165,census_165,0,Havering,Havering,"Westminster,City of London",work,pt,535,570,1000
331,census_165,census_165,1,Havering,"Westminster,City of London",Havering,work,pt,1059,1094,1000
332,census_166,census_166,0,Harrow,Harrow,Havering,work,pt,465,530,1000
333,census_166,census_166,1,Harrow,Havering,Harrow,work,pt,937,1002,1000
334,census_167,census_167,0,Kingston upon Thames,Kingston upon Thames,Barnet,work,car,400,459,1000
335,census_167,census_167,1,Kingston upon Thames,Barnet,Kingston upon Thames,work,car,872,931,1000
336,census_168,census_168,0,Lewisham,Lewisham,Lewisham,work,pt,517,520,1000
337,census_168,census_168,1,Lewisham,Lewisham,Lewisham,work,pt,1120,1123,1000
338,census_169,census_169,0,Lambeth,Lambeth,"Westminster,City of London",work,pt,468,485,1000
339,census_169,census_169,1,Lambeth,"Westminster,City of London",Lambeth,work,pt,1028,1045,1000
340,census_170,census_170,0,Lewisham,Lewisham,Lewisham,work,pt,426,431,1000
341,census_170,census_170,1,Lewisham,Lewisham,Lewisham,work,pt,962,967,1000
342,census_171,census_171,0,Croydon,Croydon,Hounslow,work,pt,496,541,1000
343,census_171,census_171,1,Croydon,Hounslow,Croydon,work,pt,973,1018,1000
344,census_172,census_172,0,Hillingdon,Hillingdon,Harrow,education,pt,444,463,1000
345,census_172,census_172,1,Hillingdon,Harrow,Hillingdon,education,pt,1068,1087,1000
346,census_173,census_173,0,Brent,Brent,Harrow,work,pt,418,437,1000
347,census_173,census_173,1,Brent,Harrow,Brent,work,pt,894,913,1000
348,census_174,census_174,0,Hounslow,Hounslow,Hounslow,education,pt,451,454,1000
349,census_174,census_174,1,Hounslow,Hounslow,Hounslow,education,pt,976,979,1000
350,census_175,census_175,0,Greenwich,Greenwich,Greenwich,work,pt,556,565,1000
351,census_175,census_175,1,Greenwich,Greenwich,Greenwich,work,pt,1110,1119,1000
352,census_176,census_176,0,Havering,Havering,Havering,work,car,592,597,1000
353,census_176,census_176,1,Havering,Havering,Havering,work,car,1104,1109,1000
354,census_177,census_177,0,Islington,Islington,Enfield,work,car,516,539,1000
355,census_177,census_177,1,Islington,Enfield,Islington,work,car,953,976,1000
356,census_178,census_178,0,Croydon,Croydon,Bromley,work,pt,514,533,1000
357,census_178,census_178,1,Croydon,Bromley,Croydon,work,pt,966,985,1000
358,census_179,census_179,0,Hillingdon,Hillingdon,Ealing,work,pt,574,591,1000
359,census_179,census_179,1,Hillingdon,Ealing,Hillingdon,work,pt,1011,1028,1000
360,census_180,census_180,0,Greenwich,Greenwich,Southwark,work,pt,461,484,1000
361,census_180,census_180,1,Greenwich,Southwark,Greenwich,work,pt,894,917,1000
362,census_181,census_181,0,Merton,Merton,Merton,work,pt,572,583,1000
363,census_181,census_181,1,Merton,Merton,Merton,work,pt,1065,1076,1000
364,census_182,census_182,0,Newham,Newham,Newham,education,pt,423,428,1000
365,census_182,census_182,1,Newham,Newham,Newham,education,pt,905,910,1000
366,census_183,census_183,0,Newham,Newham,Newham,work,pt,512,513,1000
367,census_183,census_183,1,Newham,Newham,Newham,work,pt,1047,1048,1000
368,census_184,census_184,0,Camden,Camden,"Westminster,City of London",work,pt,434,439,1000
369,census_184,census_184,1,Camden,"Westminster,City of London",Camden,work,pt,948,953,1000
370,census_185,census_185,0,Havering,Havering,"Westminster,City of London",work,pt,534,577,1000
371,census_185,census_185,1,Havering,"Westminster,City of London",Havering,work,pt,1078,1121,1000
372,census_186,census_186,0,Waltham Forest,Waltham Forest,"Westminster,City of London",work,pt,564,581,1000
373,census_186,census_186,1,Waltham Forest,"Westminster,City of London",Waltham Forest,work,pt,1038,1055,1000
374,census_187,census_187,0,Islington,Islington,"Westminster,City of London",work,pt,473,484,1000
375,census_187,census_187,1,Islington,"Westminster,City of London",Islington,work,pt,897,908,1000
376,census_188,census_188,0,Hackney,Hackney,"Westminster,City of London",education,pt,510,529,1000
377,census_188,census_188,1,Hackney,"Westminster,City of London",Hackney,education,pt,1008,1027,1000
378,census_189,census_189,0,Newham,Newham,Lambeth,work,pt,460,481,1000
379,census_189,census_189,1,Newham,Lambeth,Newham,work,pt,994,1015,1000
380,census_190,census_190,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,482,489,1000
381,census_190,census_190,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,1060,1067,1000
382,census_191,census_191,0,Bexley,Bexley,"Westminster,City of London",work,pt,447,498,1000
383,census_191,census_191,1,Bexley,"Westminster,City of London",Bexley,work,pt,940,991,1000
384,census_192,census_192,0,Waltham Forest,Waltham Forest,Islington,work,pt,439,450,1000
385,census_192,census_192,1,Waltham Forest,Islington,Waltham Forest,work,pt,963,974,1000
386,census_193,census_193,0,"Westminster,City of London","Westminster,City of London",Lewisham,work,pt,479,498,1000
387,census_193,census_193,1,"Westminster,City of London",Lewisham,"Westminster,City of London",work,pt,1001,1020,1000
388,census_194,census_194,0,Tower Hamlets,Tower Hamlets,"Westminster,City of London",education,car,455,472,1000
389,census_194,census_194,1,Tower Hamlets,"Westminster,City of London",Tower Hamlets,education,car,932,949,1000
390,census_195,census_195,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",work,pt,496,503,1000
391,census_195,census_195,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,work,pt,1015,1022,1000
392,census_196,census_196,0,Hounslow,Hounslow,Hillingdon,work,pt,506,527,1000
393,census_196,census_196,1,Hounslow,Hillingdon,Hounslow,work,pt,1062,1083,1000
394,census_197,census_197,0,Enfield,Enfield,Enfield,work,car,448,449,1000
395,census_197,census_197,1,Enfield,Enfield,Enfield,work,car,1049,1050,1000
396,census_198,census_198,0,Lewisham,Lewisham,Lewisham,education,pt,420,429,1000
397,census_198,census_198,1,Lewisham,Lewisham,Lewisham,education,pt,1003,1012,1000
398,census_199,census_199,0,Hackney,Hackney,"Westminster,City of London",work,car,584,599,1000
399,census_199,census_199,1,Hackney,"Westminster,City of London",Hackney,work,car,1041,1056,1000
400,census_200,census_200,0,Tower Hamlets,Tower Hamlets,Camden,work,pt,530,545,1000
401,census_200,census_200,1,Tower Hamlets,Camden,Tower Hamlets,work,pt,995,1010,1000
402,census_201,census_201,0,Croydon,Croydon,Merton,work,pt,456,473,1000
403,census_201,census_201,1,Croydon,Merton,Croydon,work,pt,1070,1087,1000
404,census_202,census_202,0,Kingston upon Thames,Kingston upon Thames,"Westminster,City of London",education,car,542,571,1000
405,census_202,census_202,1,Kingston upon Thames,"Westminster,City of London",Kingston upon Thames,education,car,1169,1198,1000
406,census_203,census_203,0,Hounslow,Hounslow,Richmond upon Thames,education,pt,417,430,1000
407,census_203,census_203,1,Hounslow,Richmond upon Thames,Hounslow,education,pt,969,982,1000
408,census_204,census_204,0,Kensington and Chelsea,Kensington and Chelsea,"Westminster,City of London",work,pt,444,455,1000
409,census_204,census_204,1,Kensington and Chelsea,"Westminster,City of London",Kensington and Chelsea,work,pt,983,994,1000
410,census_205,census_205,0,Waltham Forest,Waltham Forest,"Westminster,City of London",education,pt,508,531,1000
411,census_205,census_205,1,Waltham Forest,"Westminster,City of London",Waltham Forest,education,pt,1109,1132,1000
412,census_206,census_206,0,Croydon,Croydon,Sutton,work,pt,444,457,1000
413,census_206,census_206,1,Croydon,Sutton,Croydon,work,pt,1005,1018,1000
414,census_207,census_207,0,Redbridge,Redbridge,Waltham Forest,education,pt,533,548,1000
415,census_207,census_207,1,Redbridge,Waltham Forest,Redbridge,education,pt,1099,1114,1000
416,census_208,census_208,0,Bexley,Bexley,Greenwich,work,pt,588,603,1000
417,census_208,census_208,1,Bexley,Greenwich,Bexley,work,pt,1090,1105,1000
418,census_209,census_209,0,Kingston upon Thames,Kingston upon Thames,"Westminster,City of London",work,pt,443,476,1000
419,census_209,census_209,1,Kingston upon Thames,"Westminster,City of London",Kingston upon Thames,work,pt,911,944,1000
420,census_210,census_210,0,Croydon,Croydon,"Westminster,City of London",work,pt,509,538,1000
421,census_210,census_210,1,Croydon,"Westminster,City of London",Croydon,work,pt,988,1017,1000
422,census_211,census_211,0,Wandsworth,Wandsworth,Camden,work,pt,480,497,1000
423,census_211,census_211,1,Wandsworth,Camden,Wandsworth,work,pt,1049,1066,1000
424,census_212,census_212,0,"Westminster,City of London","Westminster,City of London",Islington,work,pt,533,544,1000
425,census_212,census_212,1,"Westminster,City of London",Islington,"Westminster,City of London",work,pt,1045,1056,1000
426,census_213,census_213,0,Southwark,Southwark,"Westminster,City of London",work,pt,571,582,1000
427,census_213,census_213,1,Southwark,"Westminster,City of London",Southwark,work,pt,1061,1072,1000
428,census_214,census_214,0,Brent,Brent,Brent,work,pt,416,423,1000
429,census_214,census_214,1,Brent,Brent,Brent,work,pt,985,992,1000
430,census_215,census_215,0,Sutton,Sutton,Sutton,work,pt,550,557,1000
431,census_215,census_215,1,Sutton,Sutton,Sutton,work,pt,1132,1139,1000
432,census_216,census_216,0,Redbridge,Redbridge,Redbridge,work,pt,509,512,1000
433,census_216,census_216,1,Redbridge,Redbridge,Redbridge,work,pt,1061,1064,1000
434,census_217,census_217,0,Brent,Brent,Camden,education,pt,461,474,1000
435,census_217,census_217,1,Brent,Camden,Brent,education,pt,994,1007,1000
436,census_218,census_218,0,Redbridge,Redbridge,Havering,work,pt,453,480,1000
437,census_218,census_218,1,Redbridge,Havering,Redbridge,work,pt,925,952,1000
438,census_219,census_219,0,Croydon,Croydon,Croydon,education,pt,522,529,1000
439,census_219,census_219,1,Croydon,Croydon,Croydon,education,pt,1036,1043,1000
440,census_220,census_220,0,Islington,Islington,Ealing,work,pt,413,450,1000
441,census_220,census_220,1,Islington,Ealing,Islington,work,pt,883,920,1000
442,census_221,census_221,0,Bromley,Bromley,Bromley,work,pt,524,543,1000
443,census_221,census_221,1,Bromley,Bromley,Bromley,work,pt,1033,1052,1000
444,census_222,census_222,0,Greenwich,Greenwich,Greenwich,work,car,465,476,1000
445,census_222,census_222,1,Greenwich,Greenwich,Greenwich,work,car,938,949,1000
446,census_223,census_223,0,Enfield,Enfield,Haringey,work,car,550,563,1000
447,census_223,census_223,1,Enfield,Haringey,Enfield,work,car,1046,1059,1000
448,census_224,census_224,0,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,514,523,1000
449,census_224,census_224,1,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,work,pt,1026,1035,1000
450,census_225,census_225,0,Hounslow,Hounslow,Richmond upon Thames,work,pt,499,506,1000
451,census_225,census_225,1,Hounslow,Richmond upon Thames,Hounslow,work,pt,1097,1104,1000
452,census_226,census_226,0,Kensington and Chelsea,Kensington and Chelsea,Haringey,work,car,488,509,1000
453,census_226,census_226,1,Kensington and Chelsea,Haringey,Kensington and Chelsea,work,car,1047,1068,1000
454,census_227,census_227,0,Southwark,Southwark,Barnet,work,pt,480,509,1000
455,census_227,census_227,1,Southwark,Barnet,Southwark,work,pt,1026,1055,1000
456,census_228,census_228,0,Greenwich,Greenwich,Redbridge,work,pt,449,482,1000
457,census_228,census_228,1,Greenwich,Redbridge,Greenwich,work,pt,1053,1086,1000
458,census_229,census_229,0,Greenwich,Greenwich,Tower Hamlets,work,pt,466,477,1000
459,census_229,census_229,1,Greenwich,Tower Hamlets,Greenwich,work,pt,938,949,1000
460,census_230,census_230,0,Hillingdon,Hillingdon,Hillingdon,education,car,495,510,1000
461,census_230,census_230,1,Hillingdon,Hillingdon,Hillingdon,education,car,964,979,1000
462,census_231,census_231,0,Barking and Dagenham,Barking and Dagenham,Barking and Dagenham,work,car,521,524,1000
463,census_231,census_231,1,Barking and Dagenham,Barking and Dagenham,Barking and Dagenham,work,car,1026,1029,1000
464,census_232,census_232,0,Greenwich,Greenwich,Lambeth,work,pt,480,505,1000
465,census_232,census_232,1,Greenwich,Lambeth,Greenwich,work,pt,979,1004,1000
466,census_233,census_233,0,Hammersmith and Fulham,Hammersmith and Fulham,Hounslow,work,pt,407,434,1000
467,census_233,census_233,1,Hammersmith and Fulham,Hounslow,Hammersmith and Fulham,work,pt,889,916,1000
468,census_234,census_234,0,Barnet,Barnet,Harrow,education,car,498,523,1000
469,census_234,census_234,1,Barnet,Harrow,Barnet,education,car,997,1022,1000
470,census_235,census_235,0,Ealing,Ealing,Camden,work,pt,506,529,1000
471,census_235,census_235,1,Ealing,Camden,Ealing,work,pt,964,987,1000
472,census_236,census_236,0,Kingston upon Thames,Kingston upon Thames,Merton,work,pt,533,544,1000
473,census_236,census_236,1,Kingston upon Thames,Merton,Kingston upon Thames,work,pt,1019,1030,1000
474,census_237,census_237,0,Hounslow,Hounslow,Tower Hamlets,work,car,432,487,1000
475,census_237,census_237,1,Hounslow,Tower Hamlets,Hounslow,work,car,943,998,1000
476,census_238,census_238,0,Croydon,Croydon,Bromley,education,pt,418,437,1000
477,census_238,census_238,1,Croydon,Bromley,Croydon,education,pt,915,934,1000
478,census_239,census_239,0,Islington,Islington,Camden,education,pt,474,481,1000
479,census_239,census_239,1,Islington,Camden,Islington,education,pt,1053,1060,1000
480,census_240,census_240,0,Greenwich,Greenwich,Camden,work,pt,544,569,1000
481,census_240,census_240,1,Greenwich,Camden,Greenwich,work,pt,1040,1065,1000
482,census_241,census_241,0,Wandsworth,Wandsworth,"Westminster,City of London",work,pt,460,481,1000
483,census_241,census_241,1,Wandsworth,"Westminster,City of London",Wandsworth,work,pt,1002,1023,1000
484,census_242,census_242,0,Hounslow,Hounslow,Ealing,education,pt,459,480,1000
485,census_242,census_242,1,Hounslow,Ealing,Hounslow,education,pt,1057,1078,1000
486,census_243,census_243,0,Wandsworth,Wandsworth,"Westminster,City of London",work,pt,481,502,1000
487,census_243,census_243,1,Wandsworth,"Westminster,City of London",Wandsworth,work,pt,1022,1043,1000
488,census_244,census_244,0,Kensington and Chelsea,Kensington and Chelsea,Lambeth,work,car,482,497,1000
489,census_244,census_244,1,Kensington and Chelsea,Lambeth,Kensington and Chelsea,work,car,1087,1102,1000
490,census_245,census_245,0,Barking and Dagenham,Barking and Dagenham,Tower Hamlets,education,car,450,471,1000
491,census_245,census_245,1,Barking and Dagenham,Tower Hamlets,Barking and Dagenham,education,car,964,985,1000
492,census_246,census_246,0,Kensington and Chelsea,Kensington and Chelsea,Islington,work,pt,514,531,1000
493,census_246,census_246,1,Kensington and Chelsea,Islington,Kensington and Chelsea,work,pt,984,1001,1000
494,census_247,census_247,0,Southwark,Southwark,"Westminster,City of London",work,pt,468,477,1000
495,census_247,census_247,1,Southwark,"Westminster,City of London",Southwark,work,pt,947,956,1000
496,census_248,census_248,0,Waltham Forest,Waltham Forest,Tower Hamlets,education,pt,479,492,1000
497,census_248,census_248,1,Waltham Forest,Tower Hamlets,Waltham Forest,education,pt,1014,1027,1000
498,census_249,census_249,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,car,511,522,1000
499,census_249,census_249,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,car,1018,1029,1000
500,census_250,census_250,0,Sutton,Sutton,Wandsworth,work,car,464,489,1000
501,census_250,census_250,1,Sutton,Wandsworth,Sutton,work,car,973,998,1000
502,census_251,census_251,0,Havering,Havering,Redbridge,work,pt,409,434,1000
503,census_251,census_251,1,Havering,Redbridge,Havering,work,pt,926,951,1000
504,census_252,census_252,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,484,485,1000
505,census_252,census_252,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,1015,1016,1000
506,census_253,census_253,0,Havering,Havering,Southwark,work,pt,513,552,1000
507,census_253,census_253,1,Havering,Southwark,Havering,work,pt,1093,1132,1000
508,census_254,census_254,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,449,454,1000
509,census_254,census_254,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,1053,1058,1000
510,census_255,census_255,0,Harrow,Harrow,Newham,work,pt,515,558,1000
511,census_255,census_255,1,Harrow,Newham,Harrow,work,pt,1055,1098,1000
512,census_256,census_256,0,Hammersmith and Fulham,Hammersmith and Fulham,Hammersmith and Fulham,education,pt,444,445,1000
513,census_256,census_256,1,Hammersmith and Fulham,Hammersmith and Fulham,Hammersmith and Fulham,education,pt,1032,1033,1000
514,census_257,census_257,0,Newham,Newham,Redbridge,work,pt,439,464,1000
515,census_257,census_257,1,Newham,Redbridge,Newham,work,pt,983,1008,1000
516,census_258,census_258,0,Camden,Camden,Tower Hamlets,work,pt,479,494,1000
517,census_258,census_258,1,Camden,Tower Hamlets,Camden,work,pt,978,993,1000
518,census_259,census_259,0,Hillingdon,Hillingdon,Harrow,work,pt,524,539,1000
519,census_259,census_259,1,Hillingdon,Harrow,Hillingdon,work,pt,959,974,1000
